wine number,date,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
241,2023-03-26,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,slightly dissatisfied,white
242,2023-12-10,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,neutral,white
243,2024-11-29,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,neutral,white
244,2024-04-05,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,neutral,white
245,2024-04-04,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,neutral,white
246,2023-09-25,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,neutral,red
247,2024-02-23,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,slightly satisfied,white
248,2022-12-21,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,moderately satisfied,white
249,2023-12-15,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,slightly dissatisfied,white
250,2023-12-23,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,slightly satisfied,white
251,2024-05-04,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,slightly satisfied,white
252,2023-11-24,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,moderately satisfied,white
253,2024-03-25,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,slightly dissatisfied,red
254,2024-09-21,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,neutral,white
255,2024-05-25,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,neutral,white
256,2024-01-24,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,neutral,white
257,2023-08-28,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,neutral,white
258,2023-07-03,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,neutral,red
259,2023-04-11,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,neutral,white
260,2023-10-22,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,slightly dissatisfied,red
261,2023-02-02,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,slightly satisfied,white
262,2022-10-11,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,neutral,white
263,2024-08-21,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,slightly dissatisfied,white
264,2024-11-09,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,slightly dissatisfied,white
265,2024-07-05,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,slightly satisfied,white
266,2024-02-05,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,neutral,white
267,2023-10-13,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,slightly dissatisfied,white
268,2023-08-30,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,neutral,red
269,2023-08-14,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,slightly dissatisfied,white
270,2023-08-05,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,slightly satisfied,white
271,2023-06-21,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,slightly dissatisfied,red
272,2023-07-05,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,slightly dissatisfied,white
273,2024-05-06,9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,neutral,red
274,2023-06-27,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,neutral,white
275,2024-04-16,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,slightly dissatisfied,white
276,2022-05-23,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,neutral,white
277,2022-12-13,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,neutral,white
278,2023-05-22,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,neutral,red
279,2022-10-05,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,slightly satisfied,white
280,2024-09-10,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,slightly dissatisfied,white
281,2022-12-04,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,neutral,white
282,2024-10-21,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,slightly dissatisfied,red
283,2022-09-26,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,slightly dissatisfied,white
284,2022-09-25,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,slightly satisfied,white
285,2024-07-23,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,neutral,red
286,2022-04-12,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,moderately satisfied,white
287,2023-12-16,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,slightly dissatisfied,white
288,2022-07-20,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,slightly dissatisfied,white
289,2024-06-05,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,slightly dissatisfied,red
290,2023-04-27,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,neutral,white
291,2023-02-12,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,neutral,white
292,2022-02-20,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,slightly dissatisfied,red
293,2024-10-22,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,neutral,white
294,2022-09-16,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,neutral,white
295,2022-06-15,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,moderately satisfied,white
296,2022-05-10,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,slightly dissatisfied,white
297,2022-10-12,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,slightly dissatisfied,red
298,2022-04-11,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,slightly dissatisfied,red
299,2022-01-13,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,slightly dissatisfied,red
300,2024-02-07,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,slightly dissatisfied,white
301,2024-08-26,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,neutral,white
302,2023-05-05,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,slightly dissatisfied,white
303,2022-02-01,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,neutral,red
304,2023-09-19,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,neutral,white
305,2024-03-04,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,slightly satisfied,red
306,2023-07-21,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,slightly satisfied,white
307,2023-04-30,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,slightly satisfied,white
308,2022-05-26,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,neutral,white
309,2024-01-04,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,slightly dissatisfied,white
310,2024-08-09,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,neutral,red
311,2023-05-02,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,neutral,white
312,2022-03-25,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,slightly dissatisfied,white
313,2022-04-26,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,slightly dissatisfied,white
314,2024-05-03,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,slightly dissatisfied,white
315,2022-09-14,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,slightly dissatisfied,white
316,2023-10-17,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,slightly dissatisfied,white
317,2023-06-11,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,slightly satisfied,white
318,2024-07-23,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,slightly dissatisfied,white
319,2024-02-29,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,neutral,white
320,2023-01-04,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,moderately satisfied,white
321,2023-02-10,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,slightly dissatisfied,red
322,2023-07-23,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,slightly dissatisfied,white
323,2022-03-10,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,neutral,white
324,2022-09-18,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,neutral,red
325,2023-11-15,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,neutral,white
326,2022-04-09,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,slightly satisfied,red
327,2024-01-17,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,slightly dissatisfied,white
328,2023-09-18,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,neutral,white
329,2022-04-15,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,neutral,white
330,2022-10-10,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,neutral,red
331,2024-06-08,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,slightly dissatisfied,red
332,2023-05-29,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,slightly dissatisfied,white
333,2023-04-16,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,slightly satisfied,white
334,2024-04-20,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,moderately satisfied,white
335,2022-09-01,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,neutral,white
336,2023-01-23,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,slightly dissatisfied,red
337,2024-09-04,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,slightly dissatisfied,white
338,2023-11-21,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,slightly dissatisfied,red
339,2022-11-25,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,slightly satisfied,white
340,2024-07-24,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,slightly satisfied,white
341,2024-01-19,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,slightly dissatisfied,white
342,2024-11-19,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,neutral,white
343,2024-01-08,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,neutral,white
344,2023-07-30,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,slightly dissatisfied,white
345,2024-09-01,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,neutral,white
346,2024-09-01,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,neutral,white
347,2024-01-03,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,neutral,red
348,2024-09-08,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,neutral,white
349,2024-04-15,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,slightly satisfied,white
350,2024-08-07,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,neutral,white
351,2023-05-21,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,slightly dissatisfied,white
352,2022-08-05,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,slightly dissatisfied,red
353,2022-09-22,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,slightly dissatisfied,white
354,2023-06-14,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,slightly dissatisfied,white
355,2022-08-31,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,slightly dissatisfied,red
356,2024-08-27,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,slightly satisfied,white
357,2023-01-14,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,slightly satisfied,white
358,2023-10-27,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,slightly satisfied,red
359,2022-09-25,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,neutral,white
360,2022-03-24,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,slightly dissatisfied,red
361,2022-02-22,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,neutral,red
362,2022-04-15,7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,slightly satisfied,white
363,2024-10-31,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,slightly dissatisfied,red
364,2022-03-27,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,slightly dissatisfied,white
365,2023-11-27,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,slightly dissatisfied,red
366,2022-11-17,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,slightly satisfied,white
367,2024-04-22,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,neutral,white
368,2024-01-16,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,slightly dissatisfied,white
369,2023-02-21,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,neutral,white
370,2022-01-04,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,neutral,white
371,2023-08-26,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,slightly satisfied,white
372,2022-09-12,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,slightly dissatisfied,red
373,2022-04-27,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,neutral,white
374,2023-08-13,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,neutral,red
375,2023-05-05,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,slightly dissatisfied,white
376,2022-08-06,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,neutral,white
377,2023-11-29,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,moderately satisfied,white
378,2024-08-23,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,slightly dissatisfied,red
379,2022-06-04,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,slightly dissatisfied,red
380,2023-07-10,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,neutral,white
381,2022-02-08,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,neutral,white
382,2022-06-09,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,neutral,white
383,2024-06-10,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,neutral,white
384,2023-12-15,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,neutral,white
385,2022-09-30,8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,neutral,white
386,2022-10-11,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,moderately dissatisfied,white
387,2023-05-20,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,neutral,white
388,2024-02-15,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,neutral,white
389,2023-11-08,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,neutral,white
390,2024-08-17,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,slightly dissatisfied,white
391,2022-06-26,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,neutral,white
392,2022-01-09,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,slightly satisfied,white
393,2024-02-20,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,slightly dissatisfied,white
394,2024-05-02,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,neutral,white
395,2022-11-11,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,moderately satisfied,red
396,2023-05-14,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,slightly dissatisfied,red
397,2022-05-28,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,slightly satisfied,white
398,2023-01-25,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,neutral,red
399,2022-02-10,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,slightly satisfied,white
400,2024-11-23,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,slightly dissatisfied,white
401,2024-03-09,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,slightly dissatisfied,red
402,2023-11-23,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,neutral,white
403,2022-10-28,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,slightly dissatisfied,red
404,2023-05-28,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,neutral,white
405,2022-09-28,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,slightly satisfied,white
406,2022-12-17,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,slightly satisfied,white
407,2024-02-16,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,slightly dissatisfied,white
408,2024-09-16,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,slightly satisfied,white
409,2023-02-16,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,slightly dissatisfied,white
410,2023-02-04,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,neutral,white
411,2022-03-29,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,neutral,white
412,2023-02-13,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,slightly dissatisfied,white
413,2024-10-19,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,neutral,white
414,2022-10-13,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,neutral,white
415,2023-09-03,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,neutral,white
416,2024-04-14,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,slightly satisfied,white
417,2023-11-02,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,slightly dissatisfied,red
418,2023-04-04,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,slightly dissatisfied,white
419,2022-02-07,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,slightly dissatisfied,white
420,2023-03-25,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,slightly satisfied,white
421,2024-02-21,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,slightly dissatisfied,white
422,2022-02-28,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,slightly dissatisfied,white
423,2024-07-27,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,neutral,white
424,2024-11-07,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,slightly satisfied,red
425,2024-09-22,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,neutral,white
426,2022-11-18,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,slightly dissatisfied,white
427,2024-05-31,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,slightly dissatisfied,white
428,2023-04-19,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,neutral,white
429,2024-08-31,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,neutral,red
430,2024-03-07,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,slightly dissatisfied,white
431,2022-05-11,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,moderately dissatisfied,white
432,2024-12-10,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,neutral,white
433,2023-01-09,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,slightly dissatisfied,white
434,2024-07-10,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,neutral,white
435,2022-05-12,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,moderately dissatisfied,red
436,2024-04-12,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,neutral,white
437,2024-09-26,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,neutral,white
438,2024-10-06,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,slightly dissatisfied,red
439,2024-11-26,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,slightly dissatisfied,white
440,2022-08-28,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,moderately dissatisfied,white
441,2023-10-18,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,slightly satisfied,white
442,2024-05-10,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,neutral,red
443,2023-04-22,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,slightly satisfied,white
444,2022-08-24,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,neutral,white
445,2024-10-06,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,slightly dissatisfied,white
446,2023-11-11,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,slightly satisfied,white
447,2024-09-03,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,slightly dissatisfied,white
448,2024-04-27,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,slightly dissatisfied,white
449,2024-01-05,5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,slightly dissatisfied,white
450,2022-12-21,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,slightly dissatisfied,white
451,2023-06-27,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,slightly dissatisfied,white
452,2023-08-14,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,neutral,red
453,2023-06-26,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,slightly satisfied,white
454,2023-04-06,6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,neutral,white
455,2022-08-08,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,neutral,white
456,2022-10-11,8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,neutral,white
457,2023-07-24,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,slightly dissatisfied,white
458,2022-02-09,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,slightly dissatisfied,white
459,2024-03-04,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,slightly dissatisfied,red
460,2022-02-19,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,neutral,white
461,2023-06-19,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,neutral,white
462,2024-12-05,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,neutral,red
463,2024-10-21,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,neutral,white
464,2022-10-23,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,slightly dissatisfied,white
465,2023-04-12,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,neutral,white
466,2023-11-05,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,slightly dissatisfied,white
467,2023-07-20,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,neutral,white
468,2022-09-24,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,neutral,white
469,2022-12-31,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,slightly dissatisfied,white
470,2023-03-11,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,neutral,white
471,2022-07-04,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,slightly dissatisfied,red
472,2022-01-08,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,slightly dissatisfied,white
473,2023-03-01,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,neutral,white
474,2024-03-09,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,neutral,red
475,2022-03-30,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,neutral,red
476,2022-12-30,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,slightly dissatisfied,red
477,2023-08-20,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,neutral,white
478,2023-02-26,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,slightly dissatisfied,white
